"","AUR","Price","AgeRating","Size","HasSubtitle","InAppSum","InAppMin","InAppMax","InAppCount","InAppAvg","descriptionTermCount","DevType","LanguagesCount","EngSupported","GenreCount","months","monthsSinceUpdate","GameFree","Ratings"
"14454",4.5,0,"4+",28983296,1,0,0,0,0,0,35,"Professional",1,"1",3,"7",15,"1","0"
"14455",4,0,"4+",99998720,1,0,0,0,0,0,53,"Newbie",3,"1",3,"7",15,"1","0"
"14456",0,0,"4+",87960576,0,0,0,0,0,0,53,"Professional",1,"1",3,"7",8,"1","-1"
"14457",0,0,"9+",4137984,1,0.99,0.99,0.99,1,0.99,72,"Newbie",1,"1",2,"12",10,"0","-1"
"14458",0,0,"4+",88966144,1,17.97,2.99,9.99,3,5.99,141,"Newbie",1,"1",3,"7",15,"0","-1"
"14459",0,0,"4+",31732736,1,0,0,0,0,0,192,"Professional",1,"1",2,"7",15,"1","-1"
"14460",0,0.99,"4+",14496768,1,0,0,0,0,0,263,"Professional",1,"1",3,"8",14,"1","-1"
"14461",0,0.99,"4+",2329600,1,0,0,0,0,0,106,"Professional",1,"1",3,"8",14,"1","-1"
"14462",0,0,"4+",340921344,0,0,0,0,0,0,143,"Newbie",1,"1",3,"11",9,"1","-1"
"14463",0,6.99,"9+",175307776,1,0,0,0,0,0,219,"Newbie",1,"1",2,"7",5,"1","-1"
"14464",5,0,"4+",31872000,1,0,0,0,0,0,96,"Newbie",1,"1",2,"7",15,"1","0"
"14465",0,0,"4+",51339264,1,0,0,0,0,0,409,"Newbie",1,"1",3,"7",15,"1","-1"
"14466",4.5,0,"9+",156522496,1,91.9,1.99,19.99,10,9.19,419,"Professional",8,"1",3,"11",3,"0","1"
"14467",3.5,0,"9+",128192512,1,0,0,0,0,0,112,"Professional",1,"1",3,"9",13,"1","0"
"14468",5,0,"9+",423729152,1,235.92,0.99,99.99,8,29.49,122,"Newbie",1,"1",2,"7",15,"0","1"
"14469",5,0,"4+",55873536,1,92.92,0.99,49.99,8,11.615,191,"Professional",4,"1",3,"7",15,"0","1"
"14470",0,0,"4+",90042368,1,0,0,0,0,0,357,"Newbie",1,"1",3,"8",14,"1","-1"
"14471",0,0,"4+",147329024,1,0,0,0,0,0,84,"Newbie",3,"1",2,"8",14,"1","-1"
"14472",4.5,0,"9+",270796800,1,96.93,3.99,49.99,7,13.8471428571429,62,"Newbie",1,"1",2,"7",3,"0","1"
"14473",4.5,0,"4+",196732928,1,309.9,4.99,99.99,10,30.99,365,"Newbie",22,"1",3,"8",11,"0","1"
"14474",3.5,0,"4+",94559232,1,0,0,0,0,0,51,"Newbie",3,"1",3,"7",15,"1","1"
"14475",4,0,"4+",166409216,1,120.94,0.99,54.99,6,20.1566666666667,103,"Newbie",1,"1",2,"11",10,"0","0"
"14476",0,0,"4+",64716800,0,0,0,0,0,0,78,"Newbie",1,"1",1,"7",15,"1","-1"
"14477",4.5,0,"4+",40638464,1,1.99,1.99,1.99,1,1.99,116,"Newbie",1,"1",3,"8",12,"0","0"
"14478",5,0,"9+",68405248,1,37.94,0.99,19.99,6,6.32333333333333,126,"Newbie",1,"1",3,"8",7,"0","0"
"14479",0,0,"4+",18778112,0,0,0,0,0,0,13,"Newbie",1,"1",3,"7",15,"1","-1"
"14480",4.5,0,"9+",234095616,1,275.9,0.99,99.99,10,27.59,104,"Newbie",1,"1",2,"8",2,"0","1"
"14481",4,0,"9+",206372864,1,138.9,0.99,99.99,10,13.89,168,"Newbie",3,"1",2,"7",7,"0","1"
"14482",0,0,"9+",106202112,1,0,0,0,0,0,30,"Newbie",1,"1",3,"8",13,"1","-1"
"14483",4.5,0,"4+",281744384,1,83.9,1.99,19.99,10,8.39,124,"Newbie",7,"1",2,"2",5,"0","1"
"14484",0,0,"4+",234320896,0,0,0,0,0,0,151,"Newbie",12,"1",1,"7",9,"1","-1"
"14485",4.5,0,"9+",64811008,0,2.98,0.99,1.99,2,1.49,142,"Newbie",1,"1",2,"7",7,"0","0"
"14486",3,0,"9+",49813504,1,0,0,0,0,0,150,"Newbie",1,"1",2,"7",15,"1","1"
"14487",0,0,"9+",66314240,1,30.94,0.99,14.99,6,5.15666666666667,33,"Newbie",1,"1",3,"7",15,"0","-1"
"14488",3,0,"9+",408298496,1,0,0,0,0,0,104,"Professional",1,"1",2,"7",15,"1","1"
"14489",0,0,"9+",92996608,1,2.99,2.99,2.99,1,2.99,424,"Professional",1,"1",3,"7",15,"0","-1"
"14490",0,0,"9+",92996608,1,2.99,2.99,2.99,1,2.99,424,"Professional",1,"1",3,"7",15,"0","-1"
"14491",0,0,"4+",69372928,1,0,0,0,0,0,573,"Newbie",1,"1",2,"7",15,"1","-1"
"14492",0,0,"4+",38738944,1,0,0,0,0,0,26,"Newbie",1,"1",3,"7",8,"1","-1"
"14493",4,0,"9+",284642304,1,0,0,0,0,0,85,"Professional",1,"1",3,"9",13,"1","0"
"14494",4,0,"4+",117865472,1,11.96,0.99,5.99,4,2.99,606,"Newbie",1,"1",3,"8",3,"0","1"
"14495",0,0,"9+",305263616,1,20.95,0.99,13.99,5,4.19,406,"Newbie",1,"1",3,"2",3,"0","-1"
"14496",3.5,0,"4+",142823424,1,0,0,0,0,0,150,"Newbie",1,"1",2,"3",7,"1","0"
"14497",0,1.99,"4+",10917888,0,0,0,0,0,0,533,"Professional",1,"1",3,"8",14,"1","-1"
"14498",4.5,0,"9+",318935040,1,33.9,1.99,14.99,10,3.39,24,"Newbie",1,"1",3,"7",8,"0","1"
"14499",0,0,"4+",10678272,1,0,0,0,0,0,32,"Newbie",1,"1",3,"7",10,"1","-1"
"14500",0,0,"4+",57201664,0,0,0,0,0,0,48,"Newbie",1,"1",3,"8",14,"1","-1"
"14501",4.5,0,"4+",80051200,1,0,0,0,0,0,83,"Newbie",5,"1",3,"7",8,"1","1"
"14502",0,0,"4+",76886016,1,0,0,0,0,0,40,"Newbie",1,"1",3,"7",3,"1","-1"
"14503",0,0,"4+",47235072,1,3.96,0.99,0.99,4,0.99,604,"Newbie",2,"1",3,"7",13,"0","-1"
"14504",5,0,"4+",108419072,1,0,0,0,0,0,109,"Newbie",1,"1",3,"10",11,"1","0"
"14505",4.5,9.99,"4+",20114432,1,0,0,0,0,0,416,"Newbie",6,"1",3,"8",3,"1","0"
"14506",3.5,0,"4+",171284480,0,0,0,0,0,0,178,"Professional",1,"1",3,"7",15,"1","0"
"14507",0,0,"4+",189689856,1,0,0,0,0,0,329,"Professional",1,"1",3,"7",15,"1","-1"
"14508",0,0,"4+",64616448,1,0,0,0,0,0,69,"Professional",1,"1",2,"7",15,"1","-1"
"14509",0,0,"9+",39653376,1,0,0,0,0,0,15,"Newbie",1,"1",3,"7",15,"1","-1"
"14510",0,0,"4+",301153280,1,15.97,1.99,9.99,3,5.32333333333333,43,"Newbie",1,"1",2,"7",15,"0","-1"
"14511",0,0,"4+",15459328,1,0,0,0,0,0,11,"Newbie",1,"1",3,"7",15,"1","-1"
"14512",0,0,"4+",67977216,1,0,0,0,0,0,111,"Newbie",1,"1",3,"7",15,"1","-1"
"14513",0,0,"4+",90489856,1,4.97,0.99,1.99,3,1.65666666666667,117,"Newbie",1,"1",2,"8",14,"0","-1"
"14514",0,0,"4+",14433280,1,0,0,0,0,0,85,"Newbie",1,"1",3,"7",14,"1","-1"
"14515",4.5,0,"4+",209388544,1,94.9,0.99,39.99,10,9.49,175,"Newbie",1,"1",3,"9",4,"0","1"
"14516",4,0,"9+",556895232,1,24.9,0.99,9.99,10,2.49,155,"Newbie",1,"1",2,"12",3,"0","1"
"14517",0,1.99,"4+",81480704,1,0,0,0,0,0,54,"Newbie",1,"1",2,"7",15,"1","-1"
"14518",0,0,"4+",129862656,0,0,0,0,0,0,131,"Professional",1,"1",1,"10",8,"1","-1"
"14519",0,0,"9+",288619520,1,0,0,0,0,0,83,"Newbie",1,"1",3,"7",12,"1","-1"
"14520",4.5,0,"4+",250061824,1,48.9,0.99,11.99,10,4.89,424,"Newbie",7,"1",3,"11",3,"0","1"
"14521",0,0,"4+",198608896,0,0,0,0,0,0,84,"Professional",1,"1",2,"7",15,"1","-1"
"14522",4,0,"9+",760726528,1,63.9,0.99,19.99,10,6.39,218,"Newbie",1,"1",2,"9",3,"0","1"
"14523",0,0.99,"4+",16075776,1,0,0,0,0,0,729,"Newbie",1,"1",3,"1",9,"1","-1"
"14524",0,0,"4+",177356800,0,0,0,0,0,0,312,"Professional",1,"1",3,"7",15,"1","-1"
"14525",0,0,"4+",230417408,0,1.99,1.99,1.99,1,1.99,253,"Professional",1,"1",3,"7",15,"0","-1"
"14526",3.5,0,"9+",137827328,1,59.96,0.99,44.99,4,14.99,143,"Newbie",3,"1",2,"8",3,"0","0"
"14527",0,0,"9+",322163712,1,136.94,1.99,59.99,6,22.8233333333333,128,"Newbie",1,"1",2,"10",9,"0","-1"
"14528",0,0,"4+",272901120,0,0,0,0,0,0,36,"Newbie",1,"1",3,"7",15,"1","-1"
"14529",4,0,"4+",22599680,1,2.99,2.99,2.99,1,2.99,93,"Newbie",1,"1",3,"7",15,"0","0"
"14530",4.5,0,"4+",143807488,1,76.95,1.99,39.99,5,15.39,156,"Newbie",1,"1",3,"9",11,"0","1"
"14531",4.5,0,"9+",163674112,0,29.91,1.99,5.99,9,3.32333333333333,56,"Professional",1,"1",3,"7",13,"0","0"
"14532",0,0,"9+",44337152,1,0,0,0,0,0,199,"Newbie",1,"1",3,"7",6,"1","-1"
"14533",0,0,"4+",52702208,0,0,0,0,0,0,30,"Newbie",1,"1",2,"7",15,"1","-1"
"14534",0,0,"9+",92713984,0,35.96,0.99,19.99,4,8.99,88,"Newbie",1,"1",2,"7",15,"0","-1"
"14535",0,0,"4+",1219084288,1,82.93,0.99,26.99,7,11.8471428571429,178,"Newbie",1,"1",3,"7",10,"0","-1"
"14536",0,0,"9+",119299072,1,0,0,0,0,0,128,"Newbie",1,"1",3,"7",7,"1","-1"
"14537",0,0,"9+",222666752,0,4.98,0.99,3.99,2,2.49,621,"Newbie",1,"1",3,"10",6,"0","-1"
"14538",0,0,"9+",139846656,1,0,0,0,0,0,107,"Professional",1,"1",3,"7",15,"1","-1"
"14539",0,0,"4+",24054784,0,0,0,0,0,0,126,"Newbie",1,"1",3,"7",15,"1","-1"
"14540",4.5,0,"4+",519148544,1,60.9,0.99,24.99,10,6.09,425,"Newbie",1,"1",3,"12",2,"0","1"
"14541",0,0,"4+",22564864,1,1.99,1.99,1.99,1,1.99,68,"Professional",1,"1",2,"7",15,"0","-1"
"14542",0,0.99,"9+",409799680,0,0,0,0,0,0,94,"Newbie",1,"1",2,"7",15,"1","-1"
"14543",0,0.99,"9+",36504576,1,0,0,0,0,0,42,"Newbie",1,"1",2,"7",6,"1","-1"
"14544",0,0,"4+",23770112,1,0,0,0,0,0,70,"Newbie",3,"1",2,"7",15,"1","-1"
"14545",2.5,0,"4+",111029248,1,135.94,0.99,99.99,6,22.6566666666667,333,"Newbie",1,"1",3,"7",3,"0","0"
"14546",0,0,"4+",74088448,1,1.99,1.99,1.99,1,1.99,80,"Professional",1,"1",2,"7",12,"0","-1"
"14547",0,0,"9+",507746304,0,0,0,0,0,0,68,"Newbie",1,"1",1,"7",15,"1","-1"
"14548",0,0,"4+",22000640,1,0,0,0,0,0,171,"Newbie",1,"1",2,"7",15,"1","-1"
"14549",1.5,0,"4+",65334272,0,0,0,0,0,0,15,"Newbie",1,"1",2,"7",15,"1","0"
"14550",0,0,"9+",258129920,1,9.99,9.99,9.99,1,9.99,181,"Newbie",10,"1",3,"8",12,"0","-1"
"14551",0,0,"4+",12585984,1,0,0,0,0,0,51,"Newbie",1,"1",3,"5",3,"1","-1"
"14552",4.5,0,"4+",281683968,0,10.95,0.99,3.99,5,2.19,323,"Newbie",1,"1",3,"7",10,"0","1"
"14553",0,1.99,"4+",18214912,1,0,0,0,0,0,194,"Newbie",1,"1",3,"7",14,"1","-1"
"14554",5,0,"4+",22599680,1,1.99,1.99,1.99,1,1.99,16,"Professional",1,"1",2,"7",15,"0","0"
"14555",4,0,"9+",42821632,1,162.9,3.99,44.99,10,16.29,501,"Newbie",0,"0",3,"12",9,"0","0"
"14556",4.5,0,"9+",573243392,1,77.9,0.99,19.99,10,7.79,269,"Professional",21,"1",3,"9",5,"0","1"
"14557",0,0,"4+",29611008,1,0,0,0,0,0,78,"Newbie",1,"1",2,"7",15,"1","-1"
"14558",0,0,"9+",151517184,1,0,0,0,0,0,101,"Newbie",1,"1",3,"7",15,"1","-1"
"14559",4.5,0,"9+",172786688,1,2.99,2.99,2.99,1,2.99,107,"Professional",1,"1",2,"10",9,"0","1"
"14560",4.5,0,"9+",226003968,1,181.93,1.99,89.99,7,25.99,496,"Newbie",1,"1",2,"3",3,"0","0"
"14561",4.5,0,"4+",196860928,1,81.9,0.99,19.99,10,8.19,249,"Professional",9,"1",3,"8",8,"0","1"
"14562",0,0,"4+",5029888,1,0,0,0,0,0,58,"Newbie",1,"1",2,"7",15,"1","-1"
"14563",0,0,"4+",160962560,1,120.96,0.99,99.99,4,30.24,382,"Newbie",1,"1",3,"7",15,"0","-1"
"14564",4,0,"4+",324127744,1,22.95,0.99,9.99,5,4.59,446,"Newbie",1,"1",2,"7",13,"0","0"
"14565",0,0,"4+",10652672,0,0,0,0,0,0,23,"Newbie",1,"1",3,"8",10,"1","-1"
"14566",5,0,"4+",92797952,1,0,0,0,0,0,79,"Newbie",1,"1",3,"8",14,"1","0"
"14567",0,0,"4+",7435264,0,0,0,0,0,0,73,"Newbie",1,"1",1,"7",15,"1","-1"
"14568",4.5,4.99,"9+",581021696,1,0,0,0,0,0,266,"Newbie",9,"1",2,"1",7,"1","1"
"14569",0,0.99,"4+",32783360,1,0,0,0,0,0,151,"Professional",31,"1",3,"8",4,"1","-1"
"14570",0,0,"4+",8311808,0,0,0,0,0,0,5,"Newbie",1,"1",2,"7",15,"1","-1"
"14571",0,0,"4+",38392832,0,0,0,0,0,0,110,"Newbie",25,"1",3,"7",15,"1","-1"
"14572",4,0,"4+",224691200,1,57.92,0.99,19.99,8,7.24,96,"Professional",1,"1",2,"8",5,"0","1"
"14573",4.5,0,"9+",155677696,1,62.9,0.99,19.99,10,6.29,318,"Newbie",1,"1",3,"11",2,"0","1"
"14574",0,0,"9+",239138816,1,0,0,0,0,0,53,"Newbie",1,"1",3,"9",13,"1","-1"
"14575",0,0,"9+",338592768,1,0,0,0,0,0,79,"Professional",1,"1",3,"8",14,"1","-1"
"14576",0,0,"9+",90098688,1,0,0,0,0,0,55,"Newbie",1,"1",3,"7",15,"1","-1"
"14577",4.5,0,"4+",10071040,1,0,0,0,0,0,57,"Newbie",1,"1",3,"7",15,"1","0"
"14578",0,0,"9+",85760000,1,7.98,0.99,6.99,2,3.99,109,"Newbie",1,"1",3,"8",14,"0","-1"
"14579",0,0,"9+",2984960,0,0,0,0,0,0,64,"Newbie",1,"1",2,"7",15,"1","-1"
"14580",0,0,"9+",198403072,1,18.97,2.99,9.99,3,6.32333333333333,143,"Newbie",10,"1",3,"7",13,"0","-1"
"14581",0,0,"4+",51435520,1,0,0,0,0,0,164,"Newbie",1,"1",2,"8",14,"1","-1"
"14582",0,0,"9+",120332288,0,201.92,0.99,99.99,8,25.24,143,"Newbie",2,"1",2,"8",14,"0","-1"
"14583",0,0,"9+",177719296,1,10.97,2.99,4.99,3,3.65666666666667,62,"Newbie",1,"1",1,"8",14,"0","-1"
"14584",0,0,"9+",40162304,1,0,0,0,0,0,24,"Newbie",1,"1",1,"7",15,"1","-1"
"14585",0,0,"4+",765336576,1,0.99,0.99,0.99,1,0.99,87,"Newbie",1,"1",3,"8",3,"0","-1"
"14586",0,0,"9+",118635520,1,0.99,0.99,0.99,1,0.99,200,"Newbie",1,"1",2,"7",14,"0","-1"
"14587",4.5,0,"9+",54335488,1,0,0,0,0,0,115,"Newbie",1,"1",3,"7",9,"1","0"
"14588",0,0,"4+",46751744,0,0,0,0,0,0,80,"Newbie",1,"1",2,"7",15,"1","-1"
"14589",0,0,"4+",112053248,1,0,0,0,0,0,60,"Newbie",1,"1",3,"7",13,"1","-1"
"14590",0,0,"9+",114313216,1,0,0,0,0,0,72,"Professional",1,"1",3,"8",14,"1","-1"
"14591",0,0,"4+",8976384,1,0,0,0,0,0,25,"Professional",1,"1",2,"7",15,"1","-1"
"14592",0,0,"9+",92122112,0,0,0,0,0,0,17,"Newbie",1,"1",1,"7",15,"1","-1"
"14593",0,0,"4+",62708736,1,0,0,0,0,0,43,"Newbie",1,"1",3,"7",15,"1","-1"
"14594",4.5,0,"9+",271771648,1,184.9,4.99,49.99,10,18.49,331,"Professional",21,"1",2,"12",3,"0","1"
"14595",0,0,"4+",57524224,1,1.99,1.99,1.99,1,1.99,27,"Newbie",1,"1",2,"7",15,"0","-1"
"14596",0,4.99,"4+",749769728,0,30.97,3.99,20.99,3,10.3233333333333,382,"Professional",2,"1",2,"7",14,"0","-1"
"14597",0,0,"9+",262921216,1,0,0,0,0,0,91,"Professional",1,"1",3,"9",13,"1","-1"
"14598",4.5,0,"9+",255484928,1,78.9,0.99,19.99,10,7.89,218,"Newbie",6,"1",2,"5",3,"0","1"
"14599",0,0,"4+",74843136,0,0,0,0,0,0,31,"Newbie",1,"1",2,"7",9,"1","-1"
"14600",0,0,"9+",83279872,1,0,0,0,0,0,125,"Newbie",1,"1",2,"7",14,"1","-1"
"14601",0,0,"4+",8043520,1,1.99,1.99,1.99,1,1.99,111,"Newbie",1,"1",3,"8",3,"0","-1"
"14602",0,0,"9+",36515840,1,0,0,0,0,0,160,"Newbie",1,"1",3,"8",13,"1","-1"
"14603",4,0,"9+",74512384,1,21.91,0.99,4.99,9,2.43444444444444,559,"Newbie",1,"1",2,"11",3,"0","0"
"14604",0,0,"4+",179206144,0,0,0,0,0,0,167,"Professional",1,"1",2,"7",15,"1","-1"
"14605",4.5,0,"9+",183872512,1,114.9,4.99,19.99,10,11.49,490,"Newbie",1,"1",2,"11",3,"0","1"
"14606",3.5,0,"9+",486619136,1,208.84,0.99,49.99,16,13.0525,487,"Professional",1,"1",3,"11",7,"0","1"
"14607",0,0,"4+",144862208,1,3.99,3.99,3.99,1,3.99,371,"Professional",1,"1",2,"7",10,"0","-1"
"14608",0,0,"4+",164121600,1,0,0,0,0,0,224,"Professional",1,"1",3,"8",14,"1","-1"
"14609",0,0,"9+",121073664,1,0,0,0,0,0,44,"Newbie",1,"1",3,"8",14,"1","-1"
"14610",4,0,"9+",183079936,1,0.99,0.99,0.99,1,0.99,444,"Newbie",1,"1",3,"8",14,"0","1"
"14611",4.5,0,"4+",101539840,1,1.99,1.99,1.99,1,1.99,642,"Professional",1,"1",2,"7",15,"0","0"
"14612",4.5,0,"4+",101539840,1,1.99,1.99,1.99,1,1.99,642,"Professional",1,"1",2,"7",15,"0","0"
"14613",4.5,0,"4+",22480896,1,0,0,0,0,0,18,"Newbie",1,"1",3,"9",3,"1","0"
"14614",5,0,"4+",286038016,1,25.96,2.99,9.99,4,6.49,136,"Newbie",1,"1",3,"7",6,"0","1"
"14615",5,0,"9+",107386880,1,246.84,0.99,89.99,16,15.4275,351,"Newbie",4,"1",2,"4",3,"0","1"
"14616",0,0,"9+",992248832,1,0,0,0,0,0,244,"Newbie",9,"1",2,"11",10,"1","-1"
"14617",5,0,"9+",156351488,1,40.9,0.99,9.99,10,4.09,63,"Newbie",1,"1",2,"10",7,"0","1"
"14618",0,0,"4+",148529152,1,0,0,0,0,0,248,"Professional",1,"1",3,"7",15,"1","-1"
"14619",0,0,"4+",144556032,1,0,0,0,0,0,285,"Professional",1,"1",3,"7",15,"1","-1"
"14620",4.5,0,"9+",238493696,1,253.9,0.99,99.99,10,25.39,346,"Newbie",1,"1",2,"7",3,"0","0"
"14621",0,0,"9+",542902272,1,3.99,3.99,3.99,1,3.99,444,"Newbie",1,"1",3,"4",6,"0","-1"
"14622",0,0,"4+",86340608,1,2.99,2.99,2.99,1,2.99,154,"Newbie",1,"1",3,"10",5,"0","-1"
"14623",0,0,"4+",182059008,1,0,0,0,0,0,100,"Newbie",1,"1",3,"8",14,"1","-1"
"14624",0,0,"4+",182059008,1,0,0,0,0,0,100,"Newbie",1,"1",3,"8",14,"1","-1"
"14625",4,0,"9+",1053304832,0,226.9,0.99,99.99,10,22.69,361,"Newbie",1,"1",1,"8",8,"0","1"
"14626",0,0,"4+",13604864,1,9.97,0.99,6.99,3,3.32333333333333,121,"Newbie",2,"1",3,"8",4,"0","-1"
"14627",0,0,"4+",56700928,1,0,0,0,0,0,43,"Professional",1,"1",2,"7",15,"1","-1"
"14628",3,0,"4+",203294720,1,0.99,0.99,0.99,1,0.99,219,"Newbie",1,"1",2,"7",15,"0","0"
"14629",0,0,"4+",28214272,1,0,0,0,0,0,41,"Professional",2,"1",3,"7",15,"1","-1"
"14630",0,0,"4+",57822208,1,0,0,0,0,0,109,"Newbie",1,"1",3,"8",14,"1","-1"
"14631",0,0,"4+",47703040,0,0,0,0,0,0,30,"Newbie",2,"1",2,"8",13,"1","-1"
"14632",0,0,"4+",23587840,1,5.97,0.99,2.99,3,1.99,283,"Newbie",1,"1",3,"7",15,"0","-1"
"14633",4.5,0,"4+",248613888,1,26.96,0.99,19.99,4,6.74,527,"Newbie",1,"1",3,"7",15,"0","0"
"14634",0,0,"9+",99052544,1,0,0,0,0,0,80,"Newbie",1,"1",2,"7",13,"1","-1"
"14635",0,0,"4+",107065344,1,11.98,1.99,9.99,2,5.99,108,"Newbie",1,"1",3,"9",6,"0","-1"
"14636",0,0,"9+",10017792,0,0.99,0.99,0.99,1,0.99,41,"Newbie",1,"1",1,"7",4,"0","-1"
"14637",2.5,0,"9+",212206592,1,0,0,0,0,0,111,"Professional",1,"1",3,"7",9,"1","0"
"14638",0,0.99,"4+",25463808,1,0,0,0,0,0,8,"Newbie",1,"1",3,"7",10,"1","-1"
"14639",0,0.99,"4+",14418944,0,0,0,0,0,0,56,"Newbie",1,"1",2,"8",14,"1","-1"
"14640",0,0,"4+",92280832,1,0,0,0,0,0,157,"Professional",1,"1",2,"7",6,"1","-1"
"14641",0,0,"4+",113543168,1,0,0,0,0,0,175,"Newbie",1,"1",3,"3",7,"1","-1"
"14642",4.5,0,"4+",217879552,1,251.92,0.99,99.99,8,31.49,263,"Newbie",1,"1",2,"10",7,"0","0"
"14643",0,0,"4+",275488768,1,10.97,1.99,5.99,3,3.65666666666667,194,"Newbie",1,"1",3,"7",15,"0","-1"
"14644",0,0,"4+",18665472,1,0,0,0,1,0,45,"Newbie",1,"1",3,"8",14,"0","-1"
"14645",0,0,"4+",185358336,0,3.99,3.99,3.99,1,3.99,298,"Professional",2,"1",2,"9",11,"0","-1"
"14646",4.5,0,"9+",283961344,1,191.91,0,99.99,10,19.191,607,"Professional",1,"1",2,"5",3,"0","1"
"14647",0,0,"4+",151485440,1,0,0,0,0,0,89,"Newbie",1,"1",3,"10",12,"1","-1"
"14648",4.5,0,"4+",77699072,1,1.99,1.99,1.99,1,1.99,124,"Newbie",1,"1",2,"7",15,"0","0"
"14649",0,0,"9+",115554304,1,0,0,0,0,0,85,"Newbie",1,"1",2,"7",15,"1","-1"
"14650",4,0,"9+",35442688,1,1.99,1.99,1.99,1,1.99,127,"Professional",1,"1",3,"9",13,"0","0"
"14651",4,0,"9+",115532800,1,2.99,2.99,2.99,1,2.99,532,"Newbie",25,"1",2,"4",6,"0","1"
"14652",0,0,"4+",95115264,1,0,0,0,0,0,186,"Newbie",1,"1",2,"9",13,"1","-1"
"14653",3,0,"4+",38926336,1,1.99,1.99,1.99,1,1.99,32,"Newbie",1,"1",3,"8",2,"0","0"
"14654",4,0,"4+",839680000,1,29.4,0.99,8.99,10,2.94,207,"Newbie",4,"1",3,"12",3,"0","1"
"14655",4.5,0,"4+",153435136,0,0,0,0,0,0,98,"Newbie",1,"1",3,"10",12,"1","1"
"14656",0,0,"4+",24392704,1,0,0,0,0,0,73,"Professional",3,"1",2,"8",14,"1","-1"
"14657",0,0,"4+",127704064,1,0,0,0,0,0,43,"Newbie",1,"1",2,"7",15,"1","-1"
"14658",3.5,0,"4+",154005504,0,0,0,0,0,0,349,"Newbie",1,"1",3,"7",15,"1","0"
"14659",0,0,"9+",130828288,1,2.99,2.99,2.99,1,2.99,44,"Newbie",1,"1",2,"9",13,"0","-1"
"14660",0,0,"4+",22321152,1,0,0,0,0,0,87,"Newbie",1,"1",2,"5",5,"1","-1"
"14661",4,0,"9+",374079488,1,146.9,3.99,49.99,10,14.69,429,"Newbie",1,"1",2,"4",3,"0","1"
"14662",0,0,"4+",96051200,1,3.49,3.49,3.49,1,3.49,241,"Newbie",1,"1",3,"7",5,"0","-1"
"14663",0,0,"9+",37072896,0,0,0,0,0,0,6,"Newbie",2,"1",2,"7",15,"1","-1"
"14664",0,0,"9+",236810240,1,0,0,0,0,0,112,"Professional",1,"1",3,"8",14,"1","-1"
"14665",4,0,"4+",178911232,1,0,0,0,0,0,60,"Newbie",1,"1",3,"8",2,"1","0"
"14666",0,0,"4+",99295232,1,0,0,0,0,0,80,"Newbie",1,"1",3,"8",14,"1","-1"
"14667",5,0,"4+",36671488,1,0,0,0,0,0,110,"Newbie",1,"1",3,"8",14,"1","0"
"14668",5,0,"4+",23005184,1,1.99,1.99,1.99,1,1.99,29,"Newbie",1,"1",3,"8",14,"0","0"
"14669",4.5,0,"9+",423986176,1,191.93,1.99,99.99,7,27.4185714285714,297,"Newbie",1,"1",3,"5",3,"0","1"
"14670",4,0,"9+",191031296,1,0,0,0,0,0,93,"Newbie",1,"1",3,"10",12,"1","0"
"14671",4.5,0,"4+",251681792,1,0.99,0.99,0.99,1,0.99,274,"Newbie",1,"1",2,"8",13,"0","0"
"14672",0,0,"4+",41610240,1,0,0,0,0,0,227,"Professional",1,"1",2,"7",15,"1","-1"
"14673",0,0,"4+",169485312,0,1.99,1.99,1.99,1,1.99,176,"Professional",1,"1",3,"8",14,"0","-1"
"14674",4,0,"9+",115532800,1,2.99,2.99,2.99,1,2.99,545,"Newbie",25,"1",2,"4",6,"0","0"
"14675",4.5,0,"9+",216771584,0,334.9,4.99,99.99,10,33.49,137,"Newbie",3,"1",3,"7",2,"0","1"
"14676",5,0,"4+",250670080,1,11.97,2.99,4.99,3,3.99,236,"Newbie",1,"1",2,"8",10,"0","0"
"14677",0,1.99,"4+",10092544,1,0,0,0,0,0,186,"Newbie",1,"1",3,"8",12,"1","-1"
"14678",0,0,"4+",32215040,0,0,0,0,0,0,179,"Professional",25,"1",3,"12",9,"1","-1"
"14679",0,0,"4+",196957184,1,11.96,1.99,4.99,4,2.99,244,"Professional",1,"1",3,"8",3,"0","-1"
"14680",0,0,"4+",10828800,1,0,0,0,0,0,19,"Newbie",1,"1",2,"7",15,"1","-1"
"14681",0,0,"4+",8288256,1,1.99,1.99,1.99,1,1.99,164,"Professional",1,"1",3,"8",5,"0","-1"
"14682",0,1.99,"4+",5114880,1,0,0,0,0,0,194,"Professional",1,"1",3,"12",10,"1","-1"
"14683",4,0,"9+",209474560,1,36.97,3.99,19.99,3,12.3233333333333,56,"Newbie",1,"1",3,"9",13,"0","0"
"14684",5,0,"4+",69856256,1,12.91,0.99,2.99,9,1.43444444444444,243,"Newbie",1,"1",3,"8",8,"0","0"
"14685",0,0,"4+",65020928,0,0,0,0,0,0,48,"Newbie",1,"1",3,"7",15,"1","-1"
"14686",0,0,"4+",111470592,0,0,0,0,0,0,47,"Newbie",1,"1",3,"7",15,"1","-1"
"14687",0,0,"4+",99117056,0,175.94,0.99,94.99,6,29.3233333333333,16,"Newbie",1,"1",2,"8",12,"0","-1"
"14688",0,0,"9+",110663680,1,0,0,0,0,0,154,"Newbie",1,"1",3,"10",12,"1","-1"
