"","AUR","Price","AgeRating","Size","HasSubtitle","InAppSum","InAppMin","InAppMax","InAppCount","InAppAvg","descriptionTermCount","DevType","LanguagesCount","EngSupported","GenreCount","months","monthsSinceUpdate","GameFree","Ratings"
"1",4,2.99,"4+",15853568,0,0,0,0,0,0,263,"Professional",17,"1",2,"7",29,"1","1"
"2",3.5,1.99,"4+",12328960,0,0,0,0,0,0,204,"Newbie",1,"1",2,"7",17,"1","1"
"3",3,0,"4+",674816,0,0,0,0,0,0,97,"Newbie",1,"1",2,"7",25,"1","1"
"4",3.5,0,"4+",21552128,0,0,0,0,0,0,272,"Professional",17,"1",2,"7",29,"1","1"
"5",3.5,2.99,"4+",34689024,0,0,0,0,0,0,365,"Newbie",15,"1",3,"7",15,"1","0"
"6",3,0,"4+",48672768,1,1.99,1.99,1.99,1,1.99,368,"Newbie",1,"1",3,"7",6,"0","1"
"7",2.5,0,"4+",6328320,0,0,0,0,0,0,113,"Newbie",0,"0",3,"7",71,"1","0"
"8",2.5,0.99,"4+",64333824,0,0,0,0,0,0,129,"Newbie",1,"1",2,"8",12,"1","1"
"9",2.5,0,"4+",2657280,0,0,0,0,0,0,61,"Newbie",1,"0",3,"8",23,"1","0"
"10",2.5,0,"4+",1466515,0,0,0,0,0,0,87,"Newbie",1,"1",2,"8",134,"1","1"
"11",0,0,"4+",3089867,0,0,0,0,0,0,110,"Newbie",1,"1",3,"8",133,"1","-1"
"12",3.5,0,"4+",7086403,0,0,0,0,0,0,101,"Newbie",1,"1",2,"8",131,"1","1"
"13",3,0,"4+",845008,0,0,0,0,0,0,111,"Newbie",1,"1",2,"8",123,"1","1"
"14",3.5,0.99,"4+",3643392,0,0,0,0,0,0,266,"Newbie",1,"1",2,"8",5,"1","1"
"15",2.5,0,"4+",731525,0,0,0,0,0,0,171,"Newbie",1,"1",3,"8",132,"1","1"
"16",3,0,"4+",122826752,0,0.99,0.99,0.99,1,0.99,101,"Newbie",5,"1",2,"8",54,"0","1"
"17",3,0,"4+",122826752,0,0.99,0.99,0.99,1,0.99,101,"Newbie",5,"1",2,"8",54,"0","1"
"18",3,0,"4+",444163,0,0,0,0,0,0,97,"Newbie",1,"1",2,"9",120,"1","1"
"19",3.5,0,"4+",26820692,0,14.93,0.99,4.99,7,2.13285714285714,111,"Newbie",1,"1",2,"2",78,"0","1"
"20",3.5,0,"4+",52236288,1,2.97,0.99,0.99,3,0.99,170,"Newbie",1,"1",3,"9",6,"0","1"
"21",3,0.99,"4+",1530880,0,0,0,0,0,0,118,"Newbie",1,"1",3,"9",36,"1","0"
"22",2,0.99,"9+",4341760,0,0,0,0,0,0,149,"Newbie",1,"1",3,"9",7,"1","0"
"23",0,0,"4+",1190912,0,0,0,0,0,0,99,"Newbie",2,"1",3,"9",31,"1","-1"
"24",0,0.99,"4+",8806400,0,0,0,0,0,0,239,"Newbie",2,"1",3,"9",10,"1","-1"
"25",4,0.99,"4+",22873088,0,0,0,0,0,0,54,"Newbie",1,"1",3,"10",29,"1","1"
"26",3.5,0,"4+",6550985,0,0,0,0,0,0,270,"Newbie",1,"1",2,"10",132,"1","1"
"27",4,2.99,"9+",75041792,0,3.96,0.99,0.99,4,0.99,265,"Professional",1,"1",3,"10",18,"0","1"
"28",3.5,0,"9+",55071744,1,0,0,0,0,0,135,"Professional",1,"1",3,"10",9,"1","1"
"29",2.5,0.99,"4+",4357120,0,0,0,0,0,0,153,"Newbie",8,"1",3,"10",5,"1","1"
"30",2.5,2.99,"4+",44329984,0,0,0,0,0,0,391,"Newbie",1,"1",3,"11",34,"1","1"
"31",4,2.99,"4+",9543680,0,0,0,0,0,0,301,"Professional",17,"1",3,"10",29,"1","1"
"32",3.5,0,"4+",1298432,0,2.98,0.99,1.99,2,1.49,122,"Newbie",1,"1",2,"10",52,"0","0"
"33",4,5.99,"4+",1751040,0,0,0,0,0,0,158,"Newbie",5,"1",3,"11",38,"1","1"
"34",4,7.99,"4+",7517184,1,0,0,0,0,0,216,"Professional",6,"1",3,"11",6,"1","1"
"35",3.5,0.99,"4+",9641984,0,0,0,0,0,0,143,"Newbie",1,"1",2,"11",61,"1","1"
"36",3.5,2.99,"4+",15837184,0,0,0,0,0,0,256,"Professional",17,"1",3,"11",29,"1","1"
"37",3.5,0.99,"4+",5874688,1,0,0,0,0,0,244,"Professional",6,"1",3,"11",6,"1","1"
"38",2.5,0,"4+",9402423,0,0,0,0,0,0,152,"Newbie",1,"1",2,"11",131,"1","1"
"39",3.5,0,"9+",7774384,0,5.97,0.99,2.99,3,1.99,143,"Newbie",1,"1",3,"11",82,"0","1"
"40",3,0.99,"4+",12423168,0,0,0,0,0,0,209,"Newbie",1,"1",2,"11",58,"1","1"
"41",3.5,0,"9+",7705600,0,0,0,0,0,0,214,"Newbie",1,"1",3,"12",4,"1","1"
"42",4,1.99,"4+",15547392,0,0,0,0,0,0,179,"Newbie",1,"1",3,"12",28,"1","1"
"43",4,2.99,"4+",3940352,0,0,0,0,0,0,92,"Professional",2,"1",2,"12",49,"1","0"
"44",4,7.99,"4+",99019776,0,0,0,0,0,0,193,"Newbie",1,"1",2,"12",45,"1","1"
"45",3,2.99,"4+",5731328,0,0,0,0,0,0,123,"Professional",1,"1",3,"12",26,"1","1"
"46",4,4.99,"9+",93993984,1,0,0,0,0,0,237,"Professional",11,"1",3,"12",7,"1","1"
"47",3,0.99,"4+",14894080,0,0,0,0,0,0,110,"Newbie",2,"1",2,"12",24,"1","1"
"48",3.5,0.99,"4+",5044648,0,0,0,0,0,0,107,"Newbie",4,"1",3,"12",121,"1","1"
"49",3,0,"4+",2584622,0,0,0,0,0,0,100,"Newbie",2,"1",2,"1",122,"1","1"
"50",4,4.99,"4+",18432000,0,0,0,0,0,0,86,"Professional",2,"1",2,"1",49,"1","1"
"51",2.5,0,"4+",2323719,0,0,0,0,0,0,183,"Newbie",1,"1",3,"1",98,"1","1"
"52",2.5,0,"4+",1112393,0,0,0,0,0,0,113,"Newbie",1,"1",2,"1",129,"1","0"
"53",3,0.99,"9+",15541248,0,0,0,0,0,0,208,"Newbie",1,"1",3,"2",39,"1","1"
"54",3,0.99,"4+",16785408,0,0,0,0,0,0,422,"Newbie",1,"1",3,"1",12,"1","1"
"55",3,0,"9+",25563136,0,1.99,1.99,1.99,1,1.99,388,"Professional",1,"1",3,"2",51,"0","1"
"56",4,2.99,"4+",5106688,1,0,0,0,0,0,566,"Newbie",1,"1",3,"1",17,"1","1"
"57",0,3.99,"4+",29797376,0,0,0,0,0,0,48,"Professional",2,"1",2,"7",12,"1","-1"
"58",0,3.99,"4+",29797376,0,0,0,0,0,0,48,"Professional",2,"1",2,"7",12,"1","-1"
"59",3.5,0,"4+",5421981,0,0,0,0,0,0,242,"Newbie",1,"1",3,"2",112,"1","1"
"60",4.5,0.99,"4+",55803904,0,13.91,0,5.99,10,1.391,200,"Professional",1,"1",3,"1",63,"0","1"
"61",2.5,0,"4+",7543757,0,0,0,0,0,0,394,"Newbie",1,"1",3,"3",125,"1","1"
"62",3.5,0,"4+",16556848,0,0,0,0,0,0,351,"Newbie",1,"1",3,"2",105,"1","1"
"63",2.5,0,"4+",6122222,0,0,0,0,0,0,129,"Newbie",1,"1",3,"1",129,"1","1"
"64",2.5,0,"9+",4528173,0,0,0,0,0,0,372,"Newbie",1,"1",3,"2",128,"1","1"
"65",3.5,0.99,"4+",3824640,0,0,0,0,0,0,53,"Newbie",1,"1",3,"2",37,"1","0"
"66",3.5,2.99,"4+",98282496,0,0,0,0,0,0,162,"Newbie",1,"1",3,"2",22,"1","1"
"67",2.5,5.99,"4+",33982464,1,0,0,0,0,0,243,"Newbie",1,"1",3,"2",10,"1","1"
"68",3,0.99,"4+",3134464,0,0,0,0,0,0,84,"Newbie",1,"1",3,"2",37,"1","0"
"69",4,0,"4+",58343424,0,17.91,0,5.99,10,1.791,218,"Professional",1,"1",3,"2",63,"0","1"
"70",0,0.99,"4+",2974720,0,0,0,0,0,0,59,"Newbie",1,"1",3,"2",37,"1","-1"
"71",3,3.99,"9+",59016192,0,27.9,0.99,9.99,10,2.79,195,"Professional",1,"1",2,"2",5,"0","1"
"72",2,2.99,"4+",6466560,0,0,0,0,0,0,557,"Professional",1,"1",3,"2",12,"1","1"
"73",3.5,2.99,"4+",4922368,0,0,0,0,0,0,361,"Professional",1,"1",3,"2",12,"1","0"
"74",3.5,2.99,"9+",20957184,1,0,0,0,0,0,150,"Newbie",2,"1",2,"2",15,"1","0"
"75",3.5,0,"9+",39453539,0,0,0,0,0,0,264,"Professional",5,"1",3,"2",105,"1","1"
"76",2.5,0,"9+",14125056,1,2.97,0.99,0.99,3,0.99,152,"Newbie",1,"1",3,"2",25,"0","1"
"77",3.5,0,"4+",4472832,0,0,0,0,0,0,71,"Newbie",1,"1",3,"3",63,"1","0"
"78",3.5,0,"9+",84364288,0,4.96,0.99,1.99,4,1.24,154,"Newbie",1,"1",3,"3",43,"0","1"
"79",4.5,2.99,"4+",500501504,1,0,0,0,0,0,607,"Professional",5,"1",3,"4",25,"1","1"
"80",3,0,"9+",54787072,0,0,0,0,0,0,149,"Newbie",1,"1",3,"3",43,"1","1"
"81",3.5,2.99,"4+",8881152,0,0,0,0,0,0,263,"Professional",1,"1",3,"3",26,"1","1"
"82",3.5,4.99,"9+",107105280,0,0,0,0,0,0,214,"Professional",1,"1",2,"3",22,"1","1"
"83",4.5,3.99,"4+",33033216,0,0,0,0,0,0,297,"Newbie",2,"1",3,"3",36,"1","1"
"84",3,0,"4+",108253184,0,0,0,0,0,0,181,"Newbie",1,"1",3,"3",22,"1","1"
"85",2.5,0,"4+",1326164,0,0,0,0,0,0,69,"Professional",2,"1",2,"3",106,"1","1"
"86",3,0,"4+",14717952,1,0,0,0,0,0,254,"Professional",1,"1",3,"3",26,"1","1"
"87",3.5,0,"4+",2582857,0,0,0,0,0,0,131,"Newbie",1,"1",3,"3",111,"1","1"
"88",4,0.99,"4+",5500291,0,0,0,0,0,0,228,"Professional",1,"1",2,"4",92,"1","1"
"89",3.5,0,"4+",65303552,0,0,0,0,0,0,141,"Professional",1,"1",3,"4",16,"1","1"
"90",4,1.99,"4+",30746624,0,0,0,0,0,0,137,"Professional",1,"1",3,"4",25,"1","1"
"91",3.5,0,"9+",115074048,1,267.9,2.99,99.99,10,26.79,366,"Professional",13,"1",3,"4",3,"0","1"
"92",4.5,4.99,"9+",39997440,0,9.9,0.99,0.99,10,0.99,311,"Newbie",1,"1",3,"4",38,"0","1"
"93",3,0.99,"4+",10308608,0,0,0,0,0,0,205,"Professional",1,"1",2,"4",27,"1","1"
"94",4,0,"9+",43073536,0,13.9,0.99,4.99,10,1.39,331,"Newbie",1,"1",3,"4",38,"0","1"
"95",3,0,"4+",2004992,0,0,0,0,0,0,92,"Newbie",1,"1",2,"4",24,"1","0"
"96",2,0,"4+",2818386,0,0,0,0,0,0,200,"Professional",1,"1",2,"5",125,"1","1"
"97",2.5,0,"4+",6994639,0,0,0,0,0,0,34,"Newbie",1,"1",1,"4",123,"1","1"
"98",3,0,"4+",10136576,0,0,0,0,0,0,320,"Newbie",2,"1",3,"4",45,"1","1"
"99",3.5,0,"4+",8646161,0,0,0,0,0,0,331,"Professional",1,"1",3,"4",83,"1","1"
"100",3.5,0.99,"4+",7703552,0,0,0,0,0,0,204,"Professional",1,"1",2,"5",28,"1","1"
"101",2.5,0,"4+",3396500,0,1.98,0.99,0.99,2,0.99,396,"Newbie",11,"1",2,"5",101,"0","1"
"102",3,2.99,"4+",4225024,0,0,0,0,0,0,65,"Newbie",1,"1",2,"5",23,"1","1"
"103",3.5,0.99,"4+",259371008,0,16.9,0.99,4.99,10,1.69,115,"Newbie",1,"1",3,"5",22,"0","1"
"104",4,2.99,"4+",23805952,1,0,0,0,0,0,241,"Professional",9,"1",3,"5",17,"1","1"
"105",3.5,2.99,"4+",3684352,0,0,0,0,0,0,31,"Newbie",3,"1",3,"5",24,"1","1"
"106",4,0,"4+",233482240,1,0,0,0,0,0,518,"Professional",5,"1",3,"5",25,"1","1"
"107",4,2.99,"9+",56048640,1,21.91,1.99,5.99,9,2.43444444444444,257,"Professional",2,"1",2,"5",19,"0","1"
"108",3.5,3.99,"4+",23740416,0,0,0,0,0,0,187,"Newbie",1,"1",3,"5",48,"1","1"
"109",3,0,"4+",6338617,0,0.99,0.99,0.99,1,0.99,244,"Newbie",1,"1",3,"5",91,"0","1"
"110",3,0,"9+",12120793,0,0,0,0,0,0,403,"Newbie",1,"1",3,"6",86,"1","1"
"111",3,1.99,"4+",20501504,0,0,0,0,0,0,612,"Newbie",2,"1",3,"6",36,"1","0"
"112",3.5,0,"4+",76698624,0,58.9,0.99,19.99,10,5.89,137,"Newbie",1,"1",3,"7",39,"0","1"
"113",3.5,3.99,"9+",39074816,1,0,0,0,0,0,142,"Professional",1,"1",3,"6",12,"1","1"
"114",2,0,"4+",413902,0,0,0,0,0,0,81,"Newbie",1,"1",3,"6",124,"1","1"
"115",3.5,0.99,"9+",44707840,1,0,0,0,0,0,91,"Professional",1,"1",2,"9",27,"1","1"
"116",3,0.99,"4+",995328,0,0,0,0,0,0,101,"Professional",1,"1",3,"6",27,"1","1"
"117",3,0,"4+",761856,0,0,0,0,0,0,101,"Professional",1,"1",3,"9",27,"1","1"
"118",3,0.99,"4+",2137088,0,0,0,0,0,0,99,"Newbie",1,"1",3,"6",7,"1","0"
"119",4.5,0,"4+",47129600,1,59.96,1.99,29.99,4,14.99,189,"Professional",1,"1",3,"6",4,"0","1"
"120",2.5,0,"4+",41591808,0,0,0,0,0,0,31,"Newbie",1,"1",3,"6",16,"1","0"
"121",1.5,1.99,"4+",82583552,0,0,0,0,0,0,137,"Newbie",1,"1",3,"6",37,"1","0"
"122",2.5,0,"4+",7750656,0,0,0,0,0,0,243,"Newbie",3,"1",3,"6",20,"1","1"
"123",3,0,"4+",4578541,0,0,0,0,0,0,110,"Newbie",1,"1",3,"7",123,"1","1"
"124",4.5,0,"4+",69393408,1,0,0,0,0,0,126,"Professional",1,"1",3,"7",4,"1","1"
"125",4.5,0,"4+",69393408,1,0,0,0,0,0,126,"Professional",1,"1",3,"7",4,"1","1"
"126",3,0,"4+",85569536,0,0,0,0,0,0,327,"Newbie",1,"1",2,"7",66,"1","1"
"127",4,1.99,"9+",253834240,0,1.98,0.99,0.99,2,0.99,287,"Professional",1,"1",3,"7",34,"0","1"
"128",4.5,0,"9+",104436736,1,207.91,3.99,99.99,9,23.1011111111111,490,"Professional",20,"1",3,"1",3,"0","1"
"129",4,1.99,"4+",83070976,1,0.99,0.99,0.99,1,0.99,504,"Newbie",3,"1",3,"7",6,"0","1"
"130",3.5,0.99,"9+",9466880,0,0,0,0,0,0,177,"Professional",1,"1",2,"7",11,"1","1"
"131",3,0,"4+",4474837,0,0,0,0,0,0,56,"Newbie",1,"1",3,"7",122,"1","0"
"132",3.5,0,"4+",10318615,0,0,0,0,0,0,240,"Newbie",4,"1",3,"8",95,"1","1"
"133",3.5,0.99,"9+",13216994,0,9.97,0.99,5.99,3,3.32333333333333,219,"Newbie",1,"1",2,"7",84,"0","1"
"134",2.5,0.99,"4+",5334016,0,0,0,0,0,0,223,"Professional",1,"1",3,"7",30,"1","1"
"135",3,0,"4+",18093056,0,2.99,2.99,2.99,1,2.99,31,"Newbie",3,"1",3,"7",21,"0","1"
"136",3.5,0,"9+",9205022,0,0,0,0,0,0,422,"Newbie",1,"1",3,"7",111,"1","1"
"137",4,2.99,"4+",22335488,0,0,0,0,0,0,409,"Newbie",5,"1",3,"8",53,"1","1"
"138",3,0,"4+",4481024,0,0,0,0,0,0,104,"Newbie",3,"1",3,"8",65,"1","1"
"139",3.5,0,"4+",10139648,0,1.99,1.99,1.99,1,1.99,223,"Newbie",1,"1",3,"10",23,"0","1"
"140",4.5,0,"4+",70557696,0,20.9,1.99,2.99,10,2.09,364,"Newbie",1,"1",3,"9",26,"0","1"
"141",4,0.99,"4+",48675840,0,0,0,0,0,0,225,"Newbie",1,"1",3,"8",29,"1","1"
"142",2,0.99,"9+",9900032,0,0,0,0,0,0,40,"Newbie",1,"1",3,"9",39,"1","1"
"143",4.5,0,"9+",22518784,0,184.95,4.99,99.99,5,36.99,232,"Newbie",1,"1",2,"8",48,"0","1"
"144",3.5,0,"9+",5085584,0,0,0,0,0,0,286,"Newbie",1,"1",3,"8",118,"1","1"
"145",3.5,0,"4+",16440320,0,2.97,0.99,0.99,3,0.99,98,"Newbie",1,"1",3,"8",45,"0","0"
"146",3,0,"4+",25035776,0,0.99,0.99,0.99,1,0.99,62,"Newbie",5,"1",3,"8",40,"0","1"
"147",3,0.99,"4+",9214976,0,0,0,0,0,0,226,"Professional",1,"1",2,"8",27,"1","1"
"148",3.5,0.99,"4+",9659320,0,0,0,0,0,0,278,"Professional",1,"1",3,"8",108,"1","1"
"149",2.5,0.99,"4+",13483008,0,0,0,0,0,0,74,"Professional",1,"1",3,"8",14,"1","1"
"150",4,9.99,"4+",22864896,1,0,0,0,0,0,625,"Newbie",2,"1",3,"8",14,"1","1"
"151",3,0,"4+",8482816,0,0.99,0.99,0.99,1,0.99,259,"Newbie",1,"1",3,"9",55,"0","1"
"152",3.5,0,"4+",64505856,0,0,0,0,0,0,431,"Newbie",3,"1",3,"8",6,"1","1"
"153",3.5,0,"9+",15120306,0,0.99,0.99,0.99,1,0.99,164,"Professional",1,"1",3,"9",81,"0","1"
"154",4,4.99,"4+",21422080,0,10.97,2.99,4.99,3,3.65666666666667,599,"Newbie",1,"1",3,"9",21,"0","1"
"155",2.5,0,"4+",35214336,0,0,0,0,0,0,125,"Newbie",1,"1",3,"9",32,"1","0"
"156",3.5,0,"9+",145777664,1,0,0,0,0,0,220,"Newbie",48,"1",3,"9",3,"1","1"
"157",4.5,0,"4+",109671424,1,206.94,4.99,99.99,6,34.49,302,"Newbie",66,"1",3,"10",3,"0","1"
"158",3,0,"4+",24214528,1,0,0,0,0,0,669,"Newbie",1,"1",3,"10",25,"1","1"
"159",3,0,"4+",11965728,0,0,0,0,0,0,123,"Newbie",1,"1",3,"11",99,"1","1"
"160",3,0,"9+",7587880,0,0,0,0,0,0,170,"Newbie",1,"1",3,"9",91,"1","1"
"161",5,0.99,"4+",19798016,0,0,0,0,0,0,175,"Newbie",5,"1",2,"4",36,"1","0"
"162",3,0.99,"4+",8752128,0,0,0,0,0,0,197,"Professional",1,"1",2,"9",27,"1","1"
"163",3.5,0.99,"4+",35438592,0,0,0,0,0,0,277,"Newbie",1,"1",2,"9",45,"1","1"
"164",4,0,"9+",12429966,0,0,0,0,0,0,219,"Newbie",1,"1",2,"9",99,"1","1"
"165",4,2.99,"4+",8432232,0,0,0,0,0,0,215,"Professional",1,"1",2,"10",83,"1","1"
"166",0,0.99,"4+",1612800,0,0,0,0,0,0,122,"Newbie",1,"1",3,"9",32,"1","-1"
"167",3.5,0,"4+",22585344,0,0,0,0,0,0,160,"Newbie",1,"1",2,"9",67,"1","1"
"168",3.5,0.99,"4+",49016832,0,1.98,0.99,0.99,2,0.99,363,"Professional",8,"1",3,"9",47,"0","1"
"169",3,0,"4+",5614592,1,8.91,0.99,0.99,9,0.99,86,"Newbie",1,"1",3,"10",18,"0","1"
"170",3.5,0,"4+",1978912,0,0,0,0,0,0,72,"Newbie",1,"1",1,"11",110,"1","1"
"171",1.5,0,"4+",75976704,1,0,0,0,0,0,343,"Professional",1,"1",3,"11",11,"1","0"
"172",3,0.99,"4+",7494656,0,0,0,0,0,0,143,"Professional",1,"1",2,"10",27,"1","1"
"173",3.5,0,"4+",16141677,0,0,0,0,0,0,379,"Professional",1,"1",2,"10",115,"1","1"
"174",2.5,0,"4+",7075285,0,0,0,0,0,0,63,"Newbie",0,"0",3,"10",106,"1","1"
"175",3,0,"4+",52412416,0,0,0,0,0,0,228,"Professional",8,"1",3,"11",39,"1","1"
"176",3.5,0,"4+",9431040,1,0,0,0,0,0,143,"Newbie",1,"1",3,"10",11,"1","0"
"177",0,0,"9+",67878912,1,0.99,0.99,0.99,1,0.99,148,"Newbie",1,"1",3,"10",26,"0","-1"
"178",3,0,"9+",16702740,0,0,0,0,0,0,185,"Newbie",1,"1",3,"10",110,"1","1"
"179",2,0,"9+",15370240,0,0,0,0,0,0,59,"Newbie",1,"1",3,"10",42,"1","1"
"180",3.5,0,"9+",52757132,0,1.99,1.99,1.99,1,1.99,162,"Newbie",5,"1",3,"12",83,"0","1"
"181",4,4.99,"4+",888494080,1,23.95,1.99,9.99,5,4.79,559,"Professional",6,"1",3,"10",9,"0","1"
"182",2.5,0,"4+",1098368,0,0,0,0,0,0,95,"Newbie",1,"1",2,"11",118,"1","1"
"183",4,0,"9+",58547200,1,24.9,1.99,5.99,10,2.49,306,"Professional",2,"1",2,"10",19,"0","1"
"184",2.5,0,"9+",5336201,0,0,0,0,0,0,276,"Newbie",1,"1",3,"2",116,"1","1"
"185",4,0.99,"4+",9961472,0,0,0,0,0,0,382,"Newbie",1,"1",2,"11",57,"1","1"
"186",5,9.99,"9+",364954624,1,0,0,0,0,0,414,"Newbie",1,"1",3,"2",12,"1","1"
"187",3,0,"4+",34713600,0,0.99,0.99,0.99,1,0.99,102,"Newbie",1,"1",2,"1",71,"0","1"
"188",4,2.99,"4+",27623424,0,0,0,0,0,0,100,"Professional",17,"1",2,"11",29,"1","1"
"189",2,0,"9+",16375808,0,0,0,0,0,0,51,"Newbie",1,"1",3,"10",42,"1","1"
"190",3.5,0,"4+",30134272,0,0,0,0,0,0,330,"Newbie",1,"1",2,"10",45,"1","1"
"191",3,0,"9+",12349649,0,0,0,0,0,0,344,"Newbie",2,"1",2,"11",103,"1","1"
"192",4,0,"4+",22872064,0,0,0,0,0,0,270,"Newbie",5,"1",3,"12",54,"1","1"
"193",4,0,"4+",11697152,1,0,0,0,0,0,221,"Newbie",2,"1",3,"11",19,"1","1"
"194",4,0,"9+",283385856,1,79.9,0.99,34.99,10,7.99,596,"Newbie",1,"1",3,"11",3,"0","1"
"195",3.5,0,"9+",1250034,0,0.99,0.99,0.99,1,0.99,111,"Newbie",1,"1",3,"11",119,"0","1"
"196",3,0,"4+",36204544,0,0,0,0,0,0,214,"Professional",1,"1",3,"11",72,"1","1"
"197",3,0.99,"4+",29578240,0,0,0,0,0,0,344,"Newbie",1,"1",3,"11",46,"1","1"
"198",3.5,0.99,"9+",63169536,0,0,0,0,0,0,206,"Newbie",1,"1",3,"11",29,"1","0"
"199",3,1.99,"4+",3898368,0,0,0,0,0,0,178,"Professional",1,"1",3,"11",37,"1","1"
"200",4,3.99,"4+",43512832,1,0,0,0,0,0,345,"Professional",2,"1",3,"12",2,"1","1"
"201",2.5,0,"4+",6322647,0,0.99,0.99,0.99,1,0.99,228,"Newbie",1,"1",2,"11",108,"0","1"
"202",3,0.99,"4+",331237376,0,0,0,0,0,0,174,"Newbie",2,"1",3,"11",49,"1","1"
"203",3.5,3.99,"9+",36946944,1,0,0,0,0,0,145,"Professional",1,"1",3,"11",12,"1","1"
"204",2.5,0,"4+",8592384,1,0,0,0,0,0,123,"Professional",1,"1",3,"11",25,"1","1"
"205",3.5,0,"4+",1202176,1,0.99,0.99,0.99,1,0.99,85,"Newbie",1,"1",2,"11",9,"0","1"
"206",2.5,0,"4+",6794240,0,0,0,0,0,0,213,"Professional",1,"1",3,"11",37,"1","1"
"207",0,1.99,"9+",12795904,0,0,0,0,0,0,214,"Newbie",1,"1",3,"12",18,"1","-1"
"208",4,0.99,"9+",37340259,0,0,0,0,0,0,645,"Professional",1,"1",3,"12",82,"1","1"
"209",3.5,0,"4+",211776512,1,7.97,1.99,3.99,3,2.65666666666667,219,"Professional",4,"1",2,"11",3,"0","1"
"210",4,0.99,"4+",7619584,0,0,0,0,0,0,71,"Newbie",1,"1",3,"12",47,"1","1"
"211",5,0.99,"9+",13151232,0,0,0,0,0,0,147,"Newbie",1,"1",3,"12",37,"1","0"
"212",3.5,0.99,"9+",14863724,0,0,0,0,0,0,198,"Professional",1,"1",3,"12",105,"1","1"
"213",3,0,"4+",11439792,0,0,0,0,0,0,567,"Newbie",1,"1",2,"12",88,"1","1"
"214",3.5,0,"4+",11333632,0,0,0,0,0,0,79,"Newbie",1,"1",3,"12",58,"1","1"
"215",4,0.99,"9+",19387392,0,0,0,0,0,0,263,"Newbie",1,"1",3,"12",43,"1","1"
"216",2,0,"4+",6556139,0,0,0,0,0,0,122,"Newbie",1,"1",3,"12",116,"1","0"
"217",4,0,"4+",24859648,0,0,0,0,0,0,338,"Newbie",2,"1",3,"12",25,"1","1"
"218",3.5,0,"4+",25593921,0,2.99,2.99,2.99,1,2.99,223,"Newbie",1,"1",3,"12",83,"0","1"
"219",4,0.99,"4+",53878784,0,0,0,0,0,0,173,"Newbie",2,"1",3,"12",61,"1","1"
"220",4,0.99,"9+",56263680,0,1.98,0.99,0.99,2,0.99,365,"Newbie",5,"1",3,"8",24,"0","1"
"221",2.5,0,"4+",26754048,0,0.99,0.99,0.99,1,0.99,111,"Newbie",1,"1",3,"12",29,"0","1"
"222",3.5,2.99,"9+",37567488,1,0,0,0,0,0,144,"Professional",1,"1",3,"12",12,"1","1"
"223",3.5,0,"4+",13945969,0,0,0,0,0,0,480,"Newbie",3,"1",2,"12",96,"1","1"
"224",3.5,0,"9+",80186242,0,0,0,0,0,0,174,"Newbie",6,"1",2,"12",118,"1","1"
"225",2.5,0,"4+",7988224,0,0,0,0,0,0,83,"Newbie",1,"1",3,"12",47,"1","1"
"226",2,0.99,"4+",13468672,0,0,0,0,0,0,143,"Newbie",2,"1",2,"12",35,"1","0"
"227",3.5,0,"4+",52686848,0,35.9,0.99,9.99,10,3.59,188,"Newbie",1,"1",3,"6",57,"0","1"
"228",3.5,0,"9+",14912432,0,0,0,0,0,0,175,"Professional",4,"1",2,"12",105,"1","1"
"229",4,0,"4+",123698176,1,27.43,0.99,8.49,7,3.91857142857143,306,"Newbie",2,"1",3,"12",9,"0","1"
"230",2,0,"4+",215840,0,0,0,0,0,0,20,"Newbie",6,"1",3,"12",104,"1","1"
"231",4,2.99,"4+",32712704,0,0,0,0,0,0,246,"Newbie",1,"1",3,"12",20,"1","1"
"232",3,0,"4+",13109248,0,0,0,0,0,0,165,"Newbie",2,"1",3,"1",33,"1","1"
"233",3.5,0,"9+",14556326,0,0,0,0,0,0,434,"Newbie",1,"1",3,"1",99,"1","1"
"234",2,0,"4+",46803968,1,0,0,0,0,0,297,"Professional",1,"1",3,"12",9,"1","1"
"235",3,0,"9+",10781853,0,238.97,0.99,199.99,3,79.6566666666667,205,"Newbie",7,"1",3,"1",116,"0","1"
"236",3,0,"9+",10781853,0,238.97,0.99,199.99,3,79.6566666666667,205,"Newbie",7,"1",3,"1",116,"0","1"
"237",3.5,0,"4+",9549824,0,0,0,0,0,0,100,"Newbie",1,"1",2,"1",18,"1","0"
"238",4,0,"9+",19326976,0,0,0,0,0,0,256,"Newbie",1,"1",2,"1",22,"1","1"
"239",3,0,"4+",8296134,0,0,0,0,0,0,178,"Newbie",1,"1",2,"2",101,"1","1"
"240",4.5,0,"4+",50140160,0,0,0,0,0,0,311,"Professional",8,"1",3,"2",4,"1","1"
"241",2.5,0.99,"4+",47455232,0,0,0,0,0,0,148,"Professional",1,"1",3,"1",14,"1","1"
"242",4,2.99,"4+",11632640,0,0,0,0,0,0,258,"Newbie",4,"1",3,"1",59,"1","1"
"243",3,0,"9+",5049774,0,0,0,0,0,0,135,"Newbie",1,"1",3,"2",116,"1","1"
"244",3.5,0,"9+",16819162,0,0,0,0,0,0,178,"Newbie",1,"1",2,"2",113,"1","1"
"245",3,2.99,"9+",47454208,0,0,0,0,0,0,376,"Newbie",1,"1",3,"2",37,"1","0"
